2024-06-28 21:52:40.832324 [INFO] starting
2024-06-28 21:52:41.088339 [INFO] GUI init
2024-06-28 21:52:41.121341 [INFO] Index bg
2024-06-28 21:52:41.239347 [INFO] Index start button
2024-06-28 21:52:41.303351 [INFO] Index settings image
2024-06-28 21:52:41.304351 [INFO] Index head text
2024-06-28 21:52:41.304351 [INFO] Index init
2024-06-28 21:54:12.321924 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 14, y: 8 MOUSEX: 399 MOUSEY: 313
2024-06-28 21:54:12.322924 [INFO] DISPLAY_MASSEVENT_SMALL x: 14, y: 8
2024-06-28 21:54:12.332925 [INFO] DISPLAY_MASSEVENT_BIG x: 3, y: 11
2024-06-28 21:54:12.633942 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 15, y: 8 MOUSEX: 425 MOUSEY: 305
2024-06-28 21:54:12.635942 [INFO] DISPLAY_MASSEVENT_SMALL x: 15, y: 8
2024-06-28 21:54:12.644942 [INFO] DISPLAY_MASSEVENT_BIG x: 3, y: 12
2024-06-28 21:54:14.002020 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 8, y: 7 MOUSEX: 234 MOUSEY: 273 TOO BIG OR SMALL
2024-06-28 21:54:14.186031 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 8, y: 7 MOUSEX: 234 MOUSEY: 273 TOO BIG OR SMALL
2024-06-28 21:54:14.434045 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 10, y: 9 MOUSEX: 281 MOUSEY: 327 TOO BIG OR SMALL
2024-06-28 21:54:14.642057 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 10, y: 9 MOUSEX: 281 MOUSEY: 328 TOO BIG OR SMALL
2024-06-28 21:54:14.842068 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 10, y: 9 MOUSEX: 299 MOUSEY: 329 TOO BIG OR SMALL
2024-06-28 21:54:15.298094 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 11, y: 9 MOUSEX: 310 MOUSEY: 330 TOO BIG OR SMALL
2024-06-28 21:54:21.953475 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 12, y: 10 MOUSEX: 347 MOUSEY: 373
2024-06-28 21:54:21.954475 [INFO] DISPLAY_MASSEVENT_SMALL x: 12, y: 10
2024-06-28 21:54:21.964476 [INFO] DISPLAY_MASSEVENT_BIG x: 3, y: 13
2024-06-28 21:54:24.369613 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 12, y: 11 MOUSEX: 342 MOUSEY: 412
2024-06-28 21:54:24.370613 [INFO] DISPLAY_MASSEVENT_SMALL x: 12, y: 11
2024-06-28 21:54:24.380614 [INFO] DISPLAY_MASSEVENT_BIG x: 3, y: 14
2024-06-28 21:54:24.777636 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 12, y: 12 MOUSEX: 337 MOUSEY: 465
2024-06-28 21:54:24.779637 [INFO] DISPLAY_MASSEVENT_SMALL x: 12, y: 12
2024-06-28 21:54:24.786637 [INFO] DISPLAY_MASSEVENT_BIG x: 3, y: 15
2024-06-28 21:54:25.153658 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 12, y: 14 MOUSEX: 336 MOUSEY: 523
2024-06-28 21:54:25.154658 [INFO] DISPLAY_MASSEVENT_SMALL x: 12, y: 14
2024-06-28 21:54:25.161658 [INFO] DISPLAY_MASSEVENT_BIG x: 4, y: 1
2024-06-28 21:54:26.097712 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 12, y: 15 MOUSEX: 344 MOUSEY: 580
2024-06-28 21:54:26.098712 [INFO] DISPLAY_MASSEVENT_SMALL x: 12, y: 15
2024-06-28 21:54:26.106712 [INFO] DISPLAY_MASSEVENT_BIG x: 4, y: 2
2024-06-28 21:54:27.065767 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 13, y: 15 MOUSEX: 385 MOUSEY: 576
2024-06-28 21:54:27.066767 [INFO] DISPLAY_MASSEVENT_SMALL x: 13, y: 15
2024-06-28 21:54:27.073768 [INFO] DISPLAY_MASSEVENT_BIG x: 4, y: 3
2024-06-28 21:54:27.649801 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 14, y: 15 MOUSEX: 400 MOUSEY: 572
2024-06-28 21:54:27.649801 [INFO] DISPLAY_MASSEVENT_SMALL x: 14, y: 15
2024-06-28 21:54:27.657801 [INFO] DISPLAY_MASSEVENT_BIG x: 4, y: 4
2024-06-28 21:54:28.649858 [INFO] MOUSEBUTTONDOWN_MASSEVENT x: 19, y: 15 MOUSEX: 557 MOUSEY: 571
2024-06-28 21:54:28.650858 [INFO] DISPLAY_MASSEVENT_SMALL x: 19, y: 15
2024-06-28 21:54:28.657858 [INFO] DISPLAY_MASSEVENT_BIG x: 4, y: 5
2024-06-28 21:54:32.761619 [INFO] game quit
2024-06-28 21:54:32.844124 [INFO] exiting
2024-06-28 21:57:25.330054 [INFO] starting
2024-06-28 21:57:25.486063 [INFO] GUI init
2024-06-28 21:57:25.496063 [INFO] Index bg
2024-06-28 21:57:25.524065 [INFO] Index start button
2024-06-28 21:57:25.525065 [INFO] Index settings image
2024-06-28 21:57:25.525065 [INFO] Index head text
2024-06-28 21:57:25.526065 [INFO] Index init
2024-06-28 21:57:29.358286 [INFO] starting
2024-06-28 21:57:29.487293 [INFO] GUI init
2024-06-28 21:57:29.496294 [INFO] Index bg
2024-06-28 21:57:29.520295 [INFO] Index start button
2024-06-28 21:57:29.521295 [INFO] Index settings image
2024-06-28 21:57:29.521295 [INFO] Index head text
2024-06-28 21:57:29.522295 [INFO] Index init
2024-06-28 21:57:33.640531 [INFO] MOUSEBUTTONDOWN_EVENT STARTGAME x: 408, y: 339
2024-06-28 21:57:33.640531 [INFO] start game
2024-06-28 21:57:33.644531 [INFO] GUI init
2024-06-28 21:57:33.654531 [INFO] game gui init
